50.000000	0.000000
50.010000	0.000000
550.010000	0.051525
1050.010000	0.051888
1550.010000	0.097912
2050.010000	0.051559
2550.000000	0.053886
3050.000000	0.100163
3550.000000	0.100488
4050.000000	0.051764
4550.000000	0.052015
5050.000000	0.050630
5550.000000	0.097802
6050.000000	0.051031
6550.000000	0.050517
7050.000000	0.050926
7550.000000	0.100043
8050.000000	0.051300
8550.000000	0.149081
9050.000000	0.100734
9550.000000	0.050887
10050.000000	0.098978
10550.000000	0.050399
11050.000000	0.050821
11550.000000	0.050711
12050.000000	0.099990
12550.000000	0.051234
13050.000000	0.051206
13550.000000	0.100434
14050.000000	0.051856
14550.000000	0.100157
15050.000000	220.685366
15550.000000	220.037808
16050.000000	219.879657
16550.000000	218.983311
17050.000000	218.567247
17550.000000	218.074845
18050.000000	217.349336
18550.010000	216.901618
19050.010000	215.743115
19550.010000	215.593176
20050.010000	214.598457
20550.010000	213.830979
21050.010000	212.130573
21550.009999	208.726802
22050.009999	208.499745
22550.009999	208.983734
23050.009999	209.670652
23550.009999	209.898328
24050.009999	208.783238
24550.009999	205.240010
25050.009999	208.642625
25550.009999	205.752108
26050.009999	206.907468
26550.009999	206.416501
27050.009999	208.046934
27550.009999	209.062633
28050.009998	207.213833
28550.009998	209.098534
29050.009998	206.276848
29550.009998	206.803750
30050.009998	208.421433
30550.009998	207.184039
31050.009998	205.934031
31550.009998	207.483832
32050.009998	207.289929
32550.009998	206.496036
33050.009998	206.924618
33550.009998	208.501518
34050.009998	208.545623
34550.009998	206.982206
35050.009998	208.332146
35550.009998	208.485987
36050.009998	205.921527
36550.009998	209.858673
37050.009999	207.283108
37550.009999	207.574209
38050.009999	209.460565
38550.009999	206.259490
39050.009999	207.846902
39550.009999	208.817398
40050.009999	206.547033
40550.009999	208.392889
41050.009999	207.168553
41550.009999	207.828575
42050.010000	207.339956
42550.010000	208.427626
43050.010000	0.170148
43550.010000	0.098905
44050.010000	0.054325
44550.000000	0.089574
45050.000000	0.054319
45550.000000	0.103546
46050.000000	0.054587
46550.000000	0.094793
47050.000001	0.053795
47550.000001	0.101353
48050.000001	0.054951
48550.000001	0.053313
49050.000001	0.102627
49550.000001	0.097101
50050.000001	0.097976
50550.000001	0.051591
51050.000001	0.099750
51550.000002	0.052417
52050.000002	0.050310
52550.000002	0.100737
