0.000000	-72.222948	0.206917	0.208129	0.238057	538.430102	538.852365	11.794098	11.794098	11.794098	0.000000
1.000000	-72.419668	0.218153	0.219714	0.267393	538.439426	540.241201	11.794098	11.794098	11.794098	-0.052627
2.000000	-72.588957	0.218617	0.225402	0.296082	538.476404	541.509090	11.794098	11.794098	11.794098	-0.059832
3.000000	-72.743200	0.218965	0.228980	0.316546	538.540513	542.641284	11.794098	11.794098	11.794098	-0.065094
4.000000	-72.886773	0.219287	0.233741	0.341299	538.624259	543.655168	11.794098	11.794098	11.794098	-0.070714
5.000000	-73.022540	0.219567	0.237462	0.360631	538.720082	544.565749	11.794098	11.794098	11.794098	-0.076128
6.000000	-73.161603	0.219797	0.240440	0.367889	538.825989	545.385265	11.794098	11.794098	11.794098	-0.079503
7.000000	-73.292904	0.220024	0.244702	0.391304	538.939271	546.124873	11.794098	11.794098	11.794098	-0.084517
8.000000	-73.421560	0.220151	0.245309	0.385508	539.066971	546.794119	11.794098	11.794098	11.794098	-0.085933
9.000000	-73.544116	0.220289	0.248616	0.405733	539.205484	547.401901	11.794098	11.794098	11.794098	-0.089547
10.000000	-73.639669	0.220537	0.259491	0.461522	539.350698	547.956524	11.794098	11.794098	11.794098	-0.093685
11.000000	-73.733612	0.220535	0.253640	0.420786	539.497488	548.465880	11.794098	11.794098	11.794098	-0.094344
12.000000	-73.858276	0.220536	0.253112	0.412009	539.653129	548.931552	11.794098	11.794098	11.794098	-0.092097
13.000000	-73.965476	0.220620	0.256358	0.433234	539.813434	549.361170	11.794098	11.794098	11.794098	-0.095539
14.000000	-74.073961	0.220609	0.256323	0.425998	539.980084	549.758950	11.794098	11.794098	11.794098	-0.095578
15.000000	-74.182648	0.220629	0.258691	0.438362	540.149893	550.128588	11.794098	11.794098	11.794098	-0.098770
16.000000	-74.293723	0.220535	0.256136	0.426506	540.327947	550.473470	11.794098	11.794098	11.794098	-0.096928
17.000000	-74.405788	0.220451	0.254449	0.410237	540.514483	550.796672	11.794098	11.794098	11.794098	-0.095576
18.000000	-74.520828	0.220311	0.251897	0.397647	540.714789	551.101182	11.794098	11.794098	11.794098	-0.091701
19.000000	-74.634058	0.220205	0.250837	0.389334	540.922487	551.390532	11.794098	11.794098	11.794098	-0.090407
20.000000	-74.744559	0.220064	0.249036	0.380320	541.142516	551.667334	11.794098	11.794098	11.794098	-0.088327
21.000000	-74.854786	0.219920	0.247645	0.372114	541.367909	551.934279	11.794098	11.794098	11.794098	-0.087153
