50.000000	0.000000
50.010000	0.000000
300.010000	0.073139
550.010000	0.074103
800.010000	0.072875
1050.010000	0.071980
1300.010000	0.077628
1550.010000	0.136210
1800.010000	0.073408
2050.010000	0.078200
2300.000000	0.074821
2550.000000	0.072925
2800.000000	0.136666
3050.000000	0.072105
3300.000000	0.072446
3550.000000	0.071772
3800.000000	0.071731
4050.000000	0.072697
4300.000000	0.077107
4550.000000	0.072112
4800.000000	0.070348
5050.000000	0.074140
5300.000000	0.074979
5550.000000	0.135691
5800.000000	0.072476
6050.000000	0.072115
6300.000000	0.072738
6550.000000	0.069719
6800.000000	0.072498
7050.000000	0.070809
7300.000000	0.073001
7550.000000	0.073163
7800.000000	0.073754
8050.000000	0.073300
8300.000000	0.075629
8550.000000	0.206821
8800.000000	0.139722
9050.000000	0.073776
9300.000000	0.068824
9550.000000	0.074028
9800.000000	0.072280
10050.000000	0.134874
10300.000000	0.079463
10550.000000	0.071187
10800.000000	0.073596
11050.000000	0.074382
11300.000000	0.073444
11550.000000	0.074137
11800.000000	0.137722
12050.000000	0.071120
12300.000000	0.076541
12550.000000	0.073410
12800.000000	0.077544
13050.000000	0.074231
13300.000000	0.073758
13550.000000	0.140106
13800.000000	0.072502
14050.000000	0.075093
14300.000000	0.140321
14550.000000	0.073805
14800.000000	0.078612
15050.000000	0.072048
15300.000000	0.070498
15550.000000	0.073418
15800.000000	0.136349
16050.000000	0.075673
16300.000000	0.074151
16550.000000	0.133002
16800.000000	0.072064
17050.000000	0.075310
17300.000000	0.073056
17550.000000	0.078794
17800.000000	0.077545
18050.000000	0.071281
18300.000000	0.072668
18550.010000	0.074018
18800.010000	0.138344
19050.010000	0.072964
19300.010000	0.076224
19550.010000	0.139555
19800.010000	0.071434
20050.010000	0.070560
20300.010000	0.136010
20550.010000	0.071903
20800.010000	0.142826
21050.010000	0.074698
21300.010000	0.076086
21550.009999	0.136752
21800.009999	0.076113
22050.009999	0.073676
22300.009999	0.140819
22550.009999	0.068817
22800.009999	0.071683
23050.009999	0.073126
23300.009999	0.139399
23550.009999	0.070630
23800.009999	0.071561
24050.009999	0.071103
24300.009999	0.076889
24550.009999	0.073935
24800.009999	0.074504
25050.009999	0.069173
25300.009999	0.071009
25550.009999	0.071242
25800.009999	0.074786
26050.009999	0.073555
26300.009999	0.072341
26550.009999	0.072190
26800.009999	0.071280
27050.009999	0.072449
27300.009999	0.072066
27550.009999	0.074957
27800.009998	0.070672
28050.009998	0.141211
28300.009998	0.073535
28550.009998	0.072865
28800.009998	0.074688
29050.009998	0.135654
29300.009998	0.136134
29550.009998	0.071831
29800.009998	0.071328
